UNIQUD,NAME,MPP,CLP,CMP,GMP,MEP,CD8
NM_176844,Chrna5,0,0,0,0,0.8035,0
NM_198306,Galnt9,1.8372,1.1368,0.3494,0,3.2166,11.6421
NM_030724,Uck2,222.8689,326.0537,511.5714,555.2012,1162.6075,193.7458
NR_106092,Mir7233,0,0,0,0,0,0
NM_027658,Hexim2,17.5821,30.6754,10.8263,14.6576,76.3919,3.3265
NM_019869,Rbm14,111.0143,174.5864,152.598,159.7803,385.1945,71.5079
NM_146304,Olfr1340,0,0,0,0,0,0
NM_001039692,Arhgap12,23.4939,35.2094,56.9187,35.5463,98.8931,117.2401
NR_105941,Mir6975,0,0,0,0,0,0
NM_001102581,Vmn2r95,2.0993,0,0.6983,0,0,0
NM_001011865,Olfr624,0,0,0,0,0,0
NM_001286758,Tiam2,20.2099,34.0762,31.7766,28.5852,4.0188,4.9905
NM_001164055,Pkig,173.24,527.5923,355.1107,325.796,826.5261,15.8024
NM_001271616,Fgfbp1,0,0,0,0,0,0
NM_178080,Pde4dip,9.9765,15.9015,22.0022,26.7521,9.6429,62.366
NM_147126,Mfrp,0,0,0,0,0,0
NM_001128607,Epb4.1,175.0774,245.0475,304.4937,315.8931,1219.7698,519.6953
NM_001165944,Olfr819,0,0,0,0,0,0
NM_177460,Parp16,41.2087,43.5412,43.3019,41.0439,76.3908,64.0238
NR_039559,Mir5100,0,0,0,0,0,0
NM_025888,Kctd20,45.9346,62.1055,94.2861,132.6632,149.5515,26.6091
NM_001039483,Tmco1,243.205,277.1845,501.4176,440.4939,786.2943,144.6847
NM_001252192,Eya1,33.332,46.9446,28.6352,17.2218,8.8462,4.1563
NR_045627,1700120C14Rik,3.5435,9.4663,8.0321,6.963,11.2567,10.8103
NM_177152,Lrig3,2.1006,1.5151,4.1901,3.6646,2.4118,1.6633
NM_183320,Gm5128,0,0,0,0,0,0
NM_144802,Hnrnpll,44.7666,34.4637,109.9951,183.5947,458.2136,64.0324
NM_029612,Slamf9,0.5248,2.6526,0.6985,1.4658,0.8048,0
NM_011848,Nek3,14.0417,22.3383,11.8711,14.2915,15.2844,35.7597
NM_009166,Sorbs1,27.5554,39.38,31.4274,20.8883,365.0538,162.9747
NM_026534,Ubxn2b,37.796,79.1556,63.9016,59.3655,337.6923,93.9573
NM_019675,Stmn4,0.656,1.1368,0,0.3662,0,0
NR_028121,Mgarp,0,0,0,0.7325,0.8035,1.663
NM_080636,Hars2,56.5599,67.3998,70.8857,65.2316,169.6188,85.6466
NM_026210,Tvp23b,36.6173,68.9184,59.0168,68.8903,142.294,44.9022
NM_011839,Mab21l2,0,0,0,0,0,0
NM_001077193,Abi1,95.284,139.7132,265.7426,224.6424,352.1419,381.6561
NR_015565,A530053G22Rik,0.7873,0,0,0,0,0
NM_145933,St6gal1,24.2726,212.4544,3.8422,6.2306,4.8236,691.8058
NM_172909,Cd163l1,4.1984,8.3339,0,0,0,56.552
NM_011202,Ptpn11,165.62,225.3289,231.8622,225.7507,523.4186,128.0476
NR_029974,Mir452,0,0,0,0,0,0
NM_001081160,Mdga1,83.6334,26.8924,334.1833,123.1289,137.4798,3.326
NM_130893,Scrt1,0,0,0,0,0,0
NM_001128103,Ano3,7.349,0.7579,6.2858,3.2985,6.4317,0.8318
NM_025978,Ttc14,117.5999,210.8816,267.8416,226.4737,508.9548,444.8508
NM_028756,Slc35a5,6.8244,13.6312,25.8375,23.0878,16.0733,49.0634
NM_028632,Fcf1,19.1617,40.1408,45.746,49.8376,114.9586,49.8951
NM_030135,8030411F24Rik,0,0,0,0,0,0
NM_013709,Sh3yl1,3.0182,1.1361,3.4913,1.0993,19.294,0.8318
NM_053205,Taar1,0,0,0,0,0,0
NR_015465,C920009B18Rik,6.0389,17.7926,16.413,15.0259,0,24.9476
NM_001159385,Mlx,68.6416,116.6328,97.0809,184.7,271.7418,178.7852
NR_027658,Gm8883,0,0,0,0,0,0
NR_046178,Gm16063,0,0,0,0,0,0
NM_008400,Itgal,184.5082,207.8563,338.3705,304.1645,82.8196,933.8198
NM_001164401,Ptpro,17.7176,11.7347,40.857,30.7808,16.8889,1.6633
NM_001011869,Olfr452,0,0,0,0,0,0
NR_040691,1700047L14Rik,0,0,0,0,0,0
NM_008348,Il10ra,61.5401,139.7289,85.5528,65.2278,15.2779,120.585
NR_102717,Rad51d,95.676,118.1335,174.9583,142.1872,326.4411,187.1018
NM_011427,Snai1,2.2307,0.3785,0.3491,0,0,0.8315
NM_001267593,Kcnj12,0.656,0,0,0,0,0
NM_181322,Ctcf,603.2899,841.4288,725.9775,563.9763,1414.3315,583.7191
NM_138593,Larp7,183.9832,273.8204,270.9792,248.8244,705.1222,158.8117
NR_033764,A730017C20Rik,0,0,0,0,0,0
NM_001033459,Lrcol1,0,0,0,0,0,0
NM_013784,Pign,33.7281,42.7887,111.3964,102.2396,93.2727,69.844
NR_106048,Mir7080,0,0,0,0,0,0
NM_008616,Zfp239,22.4378,28.7746,45.3964,31.515,69.9564,14.1355
NM_178202,Hist1h2bp,1.7057,7.9556,2.0952,1.8327,10.4532,0.8315
NM_001168537,Cdadc1,75.9876,95.4296,101.9706,142.1832,225.1216,88.9743
NM_146323,Olfr1232,0,0,0,0,0,0
NR_105929,Mir6964,0,0,0,0,0,0
NM_001039239,Zfp808,7.8764,18.1747,25.84,20.5218,119.0038,9.1459
NM_001286405,Ghrl,1.7072,0,0.6984,1.0994,0,1.6635
NM_145209,Oasl1,72.6947,77.6236,35.6197,41.045,500.1519,37.4184
NR_073014,A930016O22Rik,0.1312,0,0.6981,0,0,7.4856
NM_053098,Lmod2,2.4928,0,1.3976,0,0,0
NM_001145959,Ndrg2,11.4159,27.277,6.9831,34.0796,63.5086,87.3271
NM_012045,Pla2g2f,0,0,0,0,0,0
NM_019546,Prodh2,0,0,0,0,0,0
NM_146148,C8a,0,0.3788,0,0,0,0
NM_007627,Cckbr,0,0,0,0,0,0
NM_145616,Lrrc49,54.5845,56.8024,29.679,23.8198,11.258,1.6636
NM_028010,Apol6,0,0,0,0,0,0
NM_001081369,Ccdc153,1.312,0,0,0,0.8048,0
NM_011139,Pou2f3,26.6435,17.796,48.8868,46.1746,105.3051,20.7879
NM_001163503,2010001E11Rik,0,0,0,0,0,0
NM_001044384,Timp1,0,0.7571,0,0,0,0
NM_173746,Triqk,3.0179,0.3785,0.6981,2.5655,2.4118,0
NM_001037725,Fam117b,65.2235,77.2395,117.3341,176.6337,346.5399,198.7363
NM_177471,Ccdc69,58.6575,68.9136,95.3299,76.2234,53.0675,147.1771
NM_018818,Chm,26.2495,41.6466,48.8884,37.747,67.5562,148.0102
NM_010210,Fhit,62.2003,98.4337,61.4639,39.211,184.9334,251.9505
NM_001004150,A4galt,1.5746,0.7579,0,0,0,0
NM_013734,Atp1a4,1.0496,0,0.349,0,0,0
NM_031188,Mup1,0,0,0,0,0,0
NR_037246,Mir3085,0,0,0,0,0,0
NM_008396,Itga2,3.9401,0.3785,4.8884,2.9317,1.6097,10.8108
NM_009633,Adra2b,0,0,0,0,0,0
NM_001039352,Nolc1,640.9741,957.4864,830.0573,949.8853,3280.1518,394.9776
NR_033190,Gm839,0,0,0,0,0,0
NM_001145835,Ralgds,90.7986,105.2666,55.8699,41.4109,28.1388,34.9219
NM_001122756,Corin,7.479,0,0.6986,0,0,0
NR_040568,1700022E09Rik,0,0,0,0,0,0
NR_040435,E130218I03Rik,0.7884,1.1363,1.0474,0,0,0
NM_178825,Epsti1,43.1776,81.0278,45.3952,31.1506,21.7031,839.8505
NM_147018,Olfr1056,0,0,0,0,0,0
NM_007744,Comt,295.0165,359.3682,330.344,374.8847,1870.9015,216.1951
NM_022305,B4galt1,91.4767,142.7351,183.3336,220.6087,257.2908,404.1229
NM_201642,Ugt1a7c,125.0781,66.2586,232.9158,326.5185,29.7509,2.4953
NM_178059,Etl4,30.1785,1.8935,1.3961,0.3665,2.4105,1.663
NR_040477,4930503O07Rik,0.5248,0,0,0,0,0
NM_144808,Slc39a14,45.1372,52.6279,27.9376,26.018,48.2506,77.3255
NM_001123327,Qser1,68.8995,96.1796,159.5885,151.354,191.3429,37.4133
NM_175431,Fam228b,4.9858,1.8929,3.4914,4.764,33.7657,3.326
NM_001164569,Rffl,56.0502,51.4896,139.6874,179.1949,430.8891,162.1469
NM_183032,Rnase9,0,0,0,0,0,0
NM_010217,Ctgf,0,0,0,0,0,0
NR_106137,Mir7676-1,0,0,0,0,0,0
NM_001177954,Rpgr,0,0.3785,0,0,0,0
NM_001109873,Cbfa2t3,890.9597,1187.44,1114.979,637.6312,2016.4658,41.5775
NM_001115074,Gm101,2.6256,0,0,0,0.8035,0
NM_001128080,Tspan32,307.6265,315.041,451.8608,389.5495,1141.6475,335.9304
NM_001013013,Dhrs7c,0.7872,0,0,0,0,0.8318
NM_001271677,Ifi47,101.576,141.9729,210.5707,185.4276,165.6173,473.9493
NM_001081046,Efcab3,1.0496,0,0,0,0,0
NM_001085376,Pappa2,8.7919,0.7573,1.0475,0.7329,4.8209,3.3263
NM_001034893,Zfp936,0,0,0,0,0.8035,0
NR_037224,Mir3064,0,0.3785,0,1.0993,0,0
NM_001252580,Usp8,106.8334,139.716,173.8986,167.4714,273.3854,113.9167
NR_102380,Adam17,151.7077,145.7938,282.1445,246.6279,345.7585,213.7051
NM_001159743,Fam150b,0,0,0,0,0,0
NM_001164561,Exosc1,144.3516,231.7619,280.0526,242.2366,534.6554,208.7016
NM_001242952,Gm14482,0,0,0,0,0,0
NM_030071,Mroh9,0,0,0,0,0,0
NR_040442,AV051173,1.5744,3.4093,0,0.3665,6.4344,0
NM_146841,Olfr617,0,0,0,0,0,0
NM_011651,Tsks,6.0364,0,0.3491,0,0,0
NM_022979,Nup98,32.9401,75.7263,83.1103,75.1258,172.028,128.8771
NM_007477,Arf2,40.9385,67.4205,55.5271,53.5035,81.2207,18.2893
NM_001134384,Iqsec1,41.34,38.2451,35.2699,38.4774,87.6591,87.3042
NM_026243,Mgat4c,0,0,0,0,2.4105,0
NM_001252505,St6gal1,23.4854,204.8776,3.8422,6.2306,4.8236,676.8407
NR_039579,Mir5119,0,0,0,0,0,0
NM_001177470,Gm7325,0,0,0,0,0,0
NM_153530,Dis3l2,96.7163,142.764,164.1236,107.3754,280.6453,203.7319
NM_010068,Dnmt3b,287.651,377.854,369.8088,236.3697,283.7976,99.7829
NR_033197,4933427E11Rik,0,0.3785,0.3494,0.7331,0,0
NM_198094,Brd4,385.1066,462.7395,527.2875,411.5408,1006.6636,742.5143
NM_198659,Stpg2,8.0034,1.5145,2.0946,0.3664,8.8422,0.8312
NM_001104641,Vmn2r25,0,0,0,0,0,0
NR_038860,Fam187b,0.9191,0.3785,0.698,0.3665,4.0213,0
NM_001024624,Cdkl5,13.6484,7.9532,13.2705,11.36,12.865,10.8092
NM_001044371,Rad17,64.7009,85.2034,95.6825,115.8026,295.8669,98.1197
NR_106022,Mir7055,0,0,0,0,0,0
NM_001033415,Shisa3,0.2624,0,0,0.3664,0,0
NM_172821,Map3k13,3.8054,9.846,6.6375,7.3282,8.0414,2.4948
NM_001142701,Hmha1,1149.9229,1111.3774,1225.6589,1271.6491,1378.1882,4694.7888
NM_026050,Fam220a,37.014,85.585,79.2651,73.2935,232.3398,76.4953
NM_025850,Fank1,7.0854,0.3785,0.6984,0,0.8035,0
NM_009844,Cd19,4.5922,370.8962,1.0478,0.3664,4.0188,11.6421
NM_008684,Neo1,4.5923,1.1356,0,0,0,0.8318
NM_011233,Rad17,64.7009,85.2034,95.6825,115.8026,295.8669,98.1197
NM_008787,Pcnt,313.7585,317.7154,387.9555,312.9543,774.4114,332.5999
NM_028524,Cmtm2b,0,0,0,0,0,0
NM_001162428,1700012B07Rik,0.1314,0,1.7461,0,4.0239,0
NM_178635,Uvrag,208.2675,338.5061,269.5855,268.6169,252.4806,273.5467
NM_001190373,Kcng2,14.1718,44.6907,39.1132,31.5133,358.6116,0
NM_025626,Fam107b,499.397,597.8888,1448.043,1435.486,414.1131,808.2342
NR_029543,Mir128-1,0,0,0,0,0,0
NM_175493,Gpr68,0.5248,4.9231,5.5875,9.1615,2.4118,277.7378
NM_178711,Plscr4,8.1356,3.7884,13.6183,0.7326,80.391,11.6419
NM_010577,Itga5,33.7326,40.142,56.2152,73.6591,246.0449,17.4609
NM_001085537,Gm14501,0,0,0,0,0,0
NM_001163170,Lix1l,3.149,8.3315,6.9856,5.863,6.4357,1.6636
NM_175440,Prss27,0.5248,0,0,0,0,0
NM_026785,Ube2c,241.6896,851.8961,310.0744,116.5367,850.6473,14.1365
NM_008437,Napsa,910.212,813.6998,1035.6955,1407.9661,152.7838,28.2692
NM_001093765,Myadm,27.4293,19.3146,59.3682,36.6476,21.7082,12.4762
NM_008602,Pias2,34.6491,60.5757,103.0078,97.4759,136.6526,138.0352
NM_007432,Akp3,0,0,0,0,0,0
NM_177045,Cc2d1b,229.7732,241.2542,227.3314,190.5592,304.7393,289.3793
NR_033219,BC020402,1.9684,1.1356,4.1901,4.0315,14.4703,4.9896
NM_009258,Spink3,0,0,0,0,0,0
NM_001009948,Nrsn2,0,0,0,0,0,0
NM_179203,Atad3a,278.0873,377.5826,286.688,320.6598,860.3452,197.9001
NM_030685,Serp1,296.3489,551.471,484.3344,719.7442,758.2239,249.4372
NM_008318,Ibsp,0,1.8939,0,0,0,0
NM_007391,Acrv1,0,0,0,0,0,0
NM_178929,Kazald1,3.1488,1.8927,0.3494,2.932,6.4306,1.663
NM_029844,Mrap,2.8882,37.126,1.3969,0.7328,6.4371,0
NM_024187,U2af1,85.8378,118.1423,147.0185,165.2699,325.6192,130.547
NM_029673,Immt,169.4374,210.9306,352.6812,334.5885,1041.8773,280.2139
NM_178765,Sybu,7.2176,0,0,0,0,0.8318
NM_021390,Sall1,0,0,0,0,0,0
NM_001162855,Nsmce4a,231.2213,424.5689,409.2442,456.2568,1239.0584,266.9239
NM_009291,Stra6,0,0,0,0,0,0
NM_029357,Pcdh1,0,0,0,0,0,0
NM_173451,Arsj,3.5424,0,0,0,1.607,0.8318
NM_001163216,Fgfr3,0.6561,1.8947,1.3977,0,0.8035,0
NR_002322,Tug1,3.1492,3.4068,9.7774,6.5961,12.0572,9.146
NM_025495,Cenpp,84.6514,119.6664,204.9916,160.512,619.1229,14.9694
NM_001159628,Heph,13.3851,8.3339,3.4912,4.398,12.0615,3.3254
NM_001081650,Rgs3,12.5954,7.9526,3.4919,0.7331,1.6083,147.182
NR_027952,Trmt61b,18.6322,32.5636,35.6204,45.4424,65.1196,29.937
NM_207671,Zfp318,26.7755,35.2134,46.4505,39.5758,131.854,124.7274
NM_008257,Hmx3,0,0,0,0,0,0
NR_045050,9130015A21Rik,0.2624,0.757,0.3491,0.7325,1.6083,2.4945
NR_038128,Tmem132cos,2.7552,0,0.6983,0,0,0
NM_026422,Mrrf,37.2675,38.2455,54.4731,45.4412,137.5073,34.9211
NM_010680,Lama3,3.9365,5.6825,1.3974,0.3664,1.607,2.4945
NM_145535,Sdcbp2,0.3936,0,0.6985,1.0992,0.8035,17.4617
NR_073360,4930453L07Rik,0,0,0,0,0,0
NM_001114328,Ccpg1,81.2192,89.7533,81.0168,78.7887,73.9736,148.0077
NM_027510,3830403N18Rik,0,0.3785,3.8418,2.1991,3.2166,3.3266
NM_170669,Rps15a,89.895,154.4933,170.0631,173.7015,432.5391,214.5354
NM_001164624,Zfp809,16.2702,19.689,26.8867,17.9566,41.0168,69.0126
NM_176912,C5ar2,1.3139,1.1368,0.6983,1.4658,16.0811,0
NR_045729,Nron,0.1312,0,0,0,0,0
NR_029959,Mir365-2,0,0,0,0,0,0
NM_001164518,Iglon5,1.7056,0,0,0,0,0
NR_045045,1700101O22Rik,0,0,0,0,0,0
NM_028673,Zdbf2,0.2624,1.5153,0,0,0,0
NR_028552,Snord58b,0,0,0,0,0,0
NM_001243742,C87436,90.9458,109.0469,153.6496,134.1219,253.2866,174.6227
NM_001204134,C1qtnf3,0,0,0,0,0,0
NM_146498,Olfr490,0,0,0,0,0,0
NM_001276269,Hpn,6.1687,38.6396,7.3335,4.3977,512.1881,0.8312
NM_001122897,Hp1bp3,513.633,751.605,761.2175,750.5332,857.1067,541.3079
NM_001081240,Prmt10,48.5558,92.0117,108.9496,118.7319,205.0648,128.8809
NM_009541,Zbtb17,83.7214,93.1505,81.3601,79.8895,133.4911,75.6692
NM_001198861,Ctbp1,684.4559,883.9176,607.939,612.0106,2287.6493,448.1891
NM_199476,Rrm2b,43.3086,32.9404,57.9619,52.4085,103.7259,66.5231
NM_029811,St5,8.3996,10.9819,6.9831,6.2294,53.0807,2.4945
NM_133940,Fbxl14,141.7231,225.3482,170.0531,166.3789,322.4223,178.7816
NM_001033779,Gm5544,0.7874,2.6498,0.349,1.0994,26.5383,0.8315
NM_001170486,Arpc4,518.6295,929.4884,506.6912,563.2537,805.6212,323.4695
NM_198865,Slitrk5,0,0,0,0,0,0
NM_010249,Gabpb1,26.7695,49.5942,53.0772,31.8817,68.3295,54.0549
NM_016922,Gal3st1,4.4616,4.5425,6.2854,5.4971,0,0
NM_001256520,Zfp672,21.3963,43.9206,35.9691,30.7809,128.6389,77.3287
NM_001042670,Mterf1b,2.2307,0.757,2.4444,3.6652,4.8236,4.9895
NM_009991,Cyp11b2,0,0,0,0,0,0
NM_001163042,Haus8,48.6826,87.1009,59.3679,52.7713,176.9262,34.0962
NM_028560,Pebp4,13.7763,0.7576,1.3972,0.7331,1.607,0.8312
NM_018858,Pebp1,139.2312,99.9827,120.4697,147.6865,260.4902,33.2594
NM_001113556,A530064D06Rik,0.6562,2.6512,0.6983,0,2.4118,0
NM_178386,Slc25a31,0.3936,0,0,0,0,0
NM_146514,Olfr96,0,0,0,0,0,0
NM_011308,Ncor1,417.9144,546.7327,734.3468,742.0814,1370.9255,1164.1251
NM_026154,Mrpl10,150.5328,201.4684,199.0444,217.3135,441.4247,146.3512
NM_027019,Odf3,0,0,0,0,0,0
NM_001009981,Slc10a7,84.254,99.5937,150.8589,165.2773,262.1171,181.2654
NM_001252403,Gria1,18.8933,0.7579,2.0955,0,4.8223,1.6636
NM_001164107,Ripk3,171.9083,169.628,200.7848,225.0122,183.3002,97.281
NM_001111028,Kctd9,11.1554,27.2648,36.6664,23.454,69.9287,20.7898
NM_146231,Zfp825,3.6753,5.2996,10.4757,7.3279,12.064,8.316
NM_001142731,Kctd1,157.9926,230.196,179.1439,133.0252,86.8384,38.2484
NM_009046,Relb,28.3404,30.2889,30.7278,12.092,19.294,286.0492
NM_175217,Mmd2,4.1987,0,0,0,0,0
NM_152801,Arhgef6,86.6258,115.4735,172.1442,220.244,21.7056,237.8207
NR_040521,4932412D23Rik,3.1491,3.4086,1.3961,1.466,1.6083,2.4948
NM_016910,Ppm1d,37.2673,54.5215,62.5101,52.4035,148.731,64.8584
NM_001164785,Adamts20,0.9185,0.7574,0,0.3662,0.8035,0
NM_001164560,Trmt1,344.2375,364.2769,490.6242,458.8093,955.1988,389.1665
NM_016785,Tpmt,3.8063,6.4364,10.1255,4.0307,24.12,3.327
NR_036654,Gm6525,0,0,2.444,0.7326,3.214,0
NR_106010,Mir7043,0,0,0,0,0,0
NR_046459,Rubie,0,0,0,0,0,0
NM_001162375,Fam73a,58.4035,82.1576,104.7585,89.05,135.8634,99.7803
NM_001191032,Cypt14,0,0,0,0,0,0
NM_001163665,Tnnt3,3.9364,10.6017,1.0474,0,3.214,297.7839
NM_001042711,Amy2a5,0,0,0,0,0,0
NR_105908,Mir6943,0,0,0,0,0,0
NM_019664,Kcnj15,1.0496,0,0.349,0,0,0
NR_040470,BC033916,3.8057,9.4649,4.5398,5.4977,5.6244,12.4742
NM_009224,Snrnp70,1184.1515,1628.4548,967.625,897.8353,2154.7926,1238.9738
NM_172901,4933405O20Rik,0,0,0,0,0,0
NM_153391,Wdr19,19.6832,12.1136,16.7618,12.0938,9.6457,7.4843
NM_001166848,Vmn1r130,0,0,0,0,0,0
NM_001081215,Ddx60,21.6529,21.9558,23.0489,16.1239,54.6718,100.6129
NM_027669,12-Sep,0,0,0,0,0,0
NR_102285,4833411C07Rik,0.1312,0,0.6983,0,0,0
NM_007703,Elovl3,0,0,0,0,0.8048,0
NM_008539,Smad1,58.9202,70.0428,105.8077,77.6879,26.5356,92.3002
NR_029428,Wdr13,79.7813,110.5483,120.1295,104.0765,190.5473,84.8168
NM_008014,Ppm1g,529.9091,942.3033,919.3786,952.1024,4302.3865,470.6645
NM_001177437,Mroh4,0,0,0,0,0,0
NR_028559,Snord111,0,0,0,0,0,0
NM_027470,Pak4,53.412,85.9604,54.1278,53.134,106.1625,34.9262
NM_009733,Axin1,172.9694,208.632,230.814,202.6539,424.5479,353.3736
NR_028541,Snord65,3.4118,11.3597,12.5704,7.6961,37.7829,12.472
NM_001177510,4933402N22Rik,0,0,0,0,0,0
NM_183027,Ap1s3,77.416,111.3121,33.5237,21.9872,20.0986,88.1467
NM_001025565,Lhx9,0,0,0,0,0,0
NM_001166655,Cdkl3,6.1669,9.8485,7.6835,4.0305,20.9021,6.6519
NM_020488,Gabrq,0.2624,0,0,0,0,0
NM_001114124,Dab2ip,67.0601,54.1498,83.1094,68.1636,41.8176,3.3263
NM_197944,Hsh2d,25.8476,32.5641,23.3994,21.2548,33.7657,103.1117
NM_019641,Stmn1,84.9073,101.8696,90.0906,50.2046,87.6259,3.3257
NM_001104624,Vmn2r13,0,0,0,0,0,0
NM_133706,Tmem97,24.5421,57.1958,56.5726,75.8583,119.8124,8.3158
NM_026984,Kmt2e,350.0098,433.1672,507.3836,399.4404,889.3034,994.4873
NM_177060,Rnf222,0,0,0,0,0.8048,0
NM_175642,Bai3,18.7629,0.3785,1.3973,0.3665,1.607,1.6627
NM_001284385,3830406C13Rik,31.4969,51.4912,74.7337,70.7248,151.1531,60.698
NM_001164312,Gm4847,0.1312,0,0,0,0,0
NM_010500,Ier5,43.9609,71.9485,51.6832,37.0143,131.8451,337.6144
NM_019755,Plp2,3.1489,14.0109,2.0958,1.8318,0.8048,2.4945
NM_001038697,Gm5635,0,0,0,0,0,0
NR_040758,0610040F04Rik,3.9369,0,1.0473,0,2.4118,2.4945
NM_001166715,Vmn1r120,0,0,0,0,0,0
NM_001285532,Tle1,13.6455,14.3876,17.459,14.292,41.0022,15.7962
NM_029315,Pou5f2,11.1558,13.6311,19.5562,17.9566,24.116,56.546
NR_002700,Gm7334,6.0376,19.3131,11.873,16.124,41.0127,16.6292
NM_008353,Il12rb1,33.3283,27.637,13.6193,8.4271,4.8209,70.6775
NM_025965,Ssr1,377.8943,419.5654,847.1445,1186.9812,1343.5247,206.2165
NM_001110807,Capn12,1.3123,1.8945,0.349,0.3665,0,0
NR_106012,Mir7045,1.312,0.3788,0.349,1.0993,0,3.3248
NM_019570,Rev1,56.1737,63.9816,117.3351,135.5923,344.9221,44.066
NM_199153,Tas2r102,0,0,0,0,0,0
NM_001004157,Scarf1,11.68,6.4388,22.3471,23.4528,4.8236,0
NM_029862,Cacfd1,69.0264,123.8166,69.8398,82.4574,207.4478,95.6273
NM_026932,Ebna1bp2,261.1502,429.137,362.117,463.582,1015.4805,232.8255
NM_001166726,Vmn1r127,0,0,0,0,0,0
NM_010947,Ntn3,4.5929,2.6498,14.3198,6.2285,29.7523,0.8312
NM_030064,Phf23,178.998,267.3637,222.0864,222.4437,504.923,257.7671
NM_009728,Atp10a,114.4362,129.4963,172.1564,153.1795,33.7633,93.1365
NM_007594,Calu,52.8914,99.5928,81.3656,115.0682,191.3521,83.1542
NM_023799,Mgea5,180.0482,325.9966,266.0876,241.1277,455.076,641.9373
NM_145229,AY074887,2.3639,0.3785,1.3961,0,0.8048,0
NR_030423,Mir671,21.1319,41.2833,25.8394,19.0544,41.0049,37.4206
NM_181414,Pik3c3,59.4496,84.4399,93.2404,115.805,207.4332,85.6481
NM_146476,Olfr1254,0,0,0,0,0,0
NM_001013814,Amt,0.2624,0.3785,0,0.3662,0,0
NM_001011519,Olfr1148,0,0,0,0,0,0
NM_008061,G6pc,0,0,0,0,0.8035,0
NM_009282,Stag1,157.0952,273.3868,369.1074,303.4265,529.8255,381.663
NM_146819,Olfr466,0,0,0,0,0,0
NM_010698,Ldb2,18.3679,0.3788,0,0,0.8048,1.6635
NM_029423,Rab11fip1,23.6296,18.5564,28.9872,35.1792,124.6123,86.4762
NM_198615,Mex3d,22.4401,35.5942,30.7294,34.0801,140.6989,30.7661
NM_001113180,Gria4,11.9403,1.1364,1.3968,1.466,4.0175,0
NM_007426,Angpt2,4.4611,0,1.0477,0,2.4105,0
NM_029620,Pcolce2,0.3936,3.4089,0,0,0,0
NR_040666,Frmpd1os,1.312,0,0.349,0,0,0
NM_008527,Klrb1c,16.4007,14.3869,3.1421,0.7328,1.607,27.4414
NM_001033789,Gm5820,5.3804,0,2.0952,0.7328,0,0.8318
NM_001163734,Rrp1b,266.4294,293.8492,378.8728,405.6758,663.318,174.616
NM_001285946,Fez2,36.3495,50.3663,57.267,58.2676,91.6646,89.8093
NM_145967,Vstm2a,0,0,0,0,0,0
NM_001252252,Nf2,130.988,181.0162,207.422,178.4655,510.5445,189.595
NM_173008,Ssc5d,0.1312,0.3788,0,0,0,0
NM_001171035,Tmbim6,998.4764,1141.4007,1518.905,2210.9826,2744.8417,1096.0203
NM_008872,Plat,0,0,0,0,0,4.9877
NM_022816,Acot10,4.9873,4.1655,12.2229,13.9268,13.6642,11.6427
NM_028074,Ddx42,154.9869,258.2543,229.4211,239.3,445.4761,278.5611
NM_177733,E2f2,126.5037,514.4006,170.4195,91.9807,740.5239,161.3302
NM_172257,Sidt2,80.3133,126.1045,97.079,108.4719,178.4965,230.3322
NM_175045,Bcor,130.1941,154.4914,203.9279,167.8455,276.6136,166.3106
NM_001199271,Slc19a1,133.0927,283.6919,151.2086,185.4306,541.976,78.1594
NM_023718,Slco1a6,0.1312,0.3789,0.3491,0.3665,0.8035,0.8312
NM_001168667,Fam114a2,197.8958,305.2024,268.5326,241.8645,444.6414,278.5455
NM_134198,Vmn1r234,0,0,0,0,0,0
NM_001081101,Uvssa,19.1639,24.2282,42.6022,30.4164,86.8488,90.6335
NM_011093,Pira6,0,0,0,0,0.8035,0
NM_001281976,Ctla4,0.5248,1.1363,0.6986,0.3665,0,15.801
NR_045938,1700128A07Rik,0,0,0,0,0,0
NM_028477,Prl8a1,0,0.3785,0,0,0,0
NM_010772,Maz,91.0791,136.7147,96.0311,87.5795,262.1131,57.3766
NM_030022,Grifin,1.8369,0,0.6983,0,0.8048,9.9786
NR_002858,Gm4956,0.3937,1.1356,0,0,0,5.8211
NM_001252554,Folr1,1.7061,4.1671,1.3964,4.0314,17.6881,0
NM_025500,Mrpl37,230.6177,332.1446,320.2074,338.6138,1107.8595,173.802
NM_172413,Rap2c,25.5994,31.8044,78.2221,76.221,144.698,107.2704
NM_008924,Prkar2a,76.1269,78.7705,111.7419,139.9907,168.8614,94.7941
NM_025538,Alkbh7,100.6638,123.0733,103.3635,122.033,265.3505,63.1985
NM_001039478,Lrif1,18.375,23.4712,43.6532,37.0113,53.8605,107.2685
NM_001025571,Sh2d2a,4.9856,14.01,0,0,0,368.3743
NR_105843,Mir6415,0,0,0,0,0,0
NM_001285992,Scoc,6.8257,17.04,17.8085,13.9243,89.2424,11.6426
NM_001272090,Tysnd1,97.1183,143.5193,150.8462,168.9355,328.8397,74.0018
NM_001114678,Gm5072,0,0,0,0,0,0
NM_027279,Mettl18,15.2231,18.9356,13.9678,17.9552,38.5958,21.6194
NR_027818,1500011B03Rik,16.6647,14.7655,20.952,13.1928,33.7722,24.1111
NM_001286690,Xndr,159.583,213.182,210.9166,216.5798,535.4761,215.362
NM_001130175,Tnnt2,0,1.5156,0,0,0,2.4954
